,hhid_baseline,areaid,area_dropped,treatment,hh_size,adults,children,male_head,head_age,head_noeduc,spandana,othermfi,bank,informal,anyloan,spandana_amt,othermfi_amt,bank_amt,informal_amt,anyloan_amt,total_biz,female_biz,female_biz_pct,bizrev,bizexpense,bizinvestment,bizemployees,hours_weekbiz,total_exp_mo,nondurable_exp_mo,durables_exp_mo,home_durable_index
593,594,207,Yes,,4,2,2,1.0,32.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,1000.0,1000.0,0,0,,,,,,,2289.0032,2255.669921875,33.33333206176758,2.5043364
594,595,207,Yes,,5,3,2,1.0,30.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3110.1667,3068.5,41.66666793823242,3.285604
595,596,207,Yes,,2,2,0,1.0,52.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2753.5,2753.5,0.0,1.6551623
596,597,207,Yes,,4,2,2,1.0,38.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4558.33,4558.330078125,0.0,3.317683
597,598,207,Yes,,4,3,1,1.0,48.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,0,0.0,50000.0,6916.667,0.0,2.0,0.0,5568.3364,5401.669921875,166.6666717529297,4.0958285
598,599,207,Yes,,5,3,2,1.0,30.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,8551.663,6018.330078125,2533.333251953125,3.2133305
599,600,207,Yes,,4,2,2,1.0,35.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1000.0,16.666666,0.0,0.0,0.0,4276.0,4276.0,0.0,2.7761517
600,601,39,No,Control,3,3,0,0.0,55.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,100000.0,100000.0,0,0,,,,,,,19973.0,19973.0,0.0,2.355823
601,602,39,No,Control,3,2,1,1.0,29.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,2234.67,2234.669921875,0.0,0.49804437
602,603,39,No,Control,5,5,0,1.0,43.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,100000.0,100000.0,0,0,,,,,,,13298.0,13298.0,0.0,1.8580269
603,604,39,No,Control,5,2,3,1.0,35.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,5324.5,5324.5,0.0,1.1790025
604,605,39,No,Control,4,2,2,1.0,35.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,30000.0,30000.0,0,0,,,,,,,2463.33,2463.330078125,0.0,0.60531455
605,606,39,No,Control,7,6,1,1.0,40.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,0,0,,,,,,,4163.33,4163.330078125,0.0,1.387907
606,607,39,No,Control,6,5,1,1.0,40.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,15000.0,15000.0,0,0,,,,,,,4101.67,4101.669921875,0.0,0.32176238
607,608,39,No,Control,7,5,2,1.0,58.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,150000.0,150000.0,0,0,,,,,,,2919.67,2919.669921875,0.0,0.5780356
608,609,39,No,Control,5,4,1,1.0,70.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,0,0,,,,,,,3141.67,3141.669921875,0.0,1.3095163
609,610,39,No,Control,7,6,1,1.0,65.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,3545.0,3545.0,0.0,1.1774899
610,611,39,No,Control,4,4,0,0.0,40.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,100000.0,100000.0,0,0,,,,,,,2031.67,2031.6700439453125,0.0,0.843139
611,612,39,No,Control,4,2,2,1.0,27.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,35000.0,35000.0,0,0,,,,,,,2936.83,2936.830078125,0.0,1.1195462
612,613,39,No,Control,6,3,3,1.0,33.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,1,0,0.0,12000.0,333.33334,0.0,0.0,72.0,4600.33,4600.330078125,0.0,2.355847
613,614,39,No,Control,4,2,2,1.0,26.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,3331.58,3331.580078125,0.0,1.2096635
614,615,39,No,Control,3,3,0,0.0,54.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,100000.0,100000.0,0,0,,,,,,,13409.17,13409.169921875,0.0,2.7245965
615,616,39,No,Control,5,2,3,0.0,33.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4913.4966,4746.830078125,166.6666717529297,3.175933
616,617,39,No,Control,4,2,2,1.0,35.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,1958.0,1958.0,0.0,0.6652768
617,618,39,No,Control,4,2,2,1.0,35.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2646.33,2646.330078125,0.0,0.88929784
618,619,39,No,Control,6,4,2,1.0,30.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,5662.0,5662.0,0.0,2.7102785
619,620,39,No,Control,3,2,1,1.0,35.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2481.0,2481.0,0.0,0.616185
620,621,98,No,Treatment,5,2,3,1.0,28.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2992.9968,2876.330078125,116.66666412353516,1.2887498
621,622,98,No,Treatment,4,4,0,0.0,40.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,2000.0,2000.0,0,0,,,,,,,3692.83,3692.830078125,0.0,1.0634598
622,623,98,No,Treatment,4,2,2,1.0,35.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,2000.0,2000.0,0,0,,,,,,,3706.67,3706.669921875,0.0,1.1194364
623,624,98,No,Treatment,3,2,1,1.0,32.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,3000.0,3000.0,0,0,,,,,,,2880.67,2880.669921875,0.0,1.6952912
624,625,98,No,Treatment,6,3,3,1.0,35.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,3119.42,3119.419921875,0.0,0.8519233
625,626,98,No,Treatment,4,4,0,1.0,38.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,6648.75,5948.75,700.0000190734863,2.396117
626,627,98,No,Treatment,1,1,0,0.0,50.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,1000.0,1000.0,0,0,,,,,,,1341.0,1341.0,0.0,0.7184176
627,628,98,No,Treatment,5,2,3,1.0,35.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2864.0,2864.0,0.0,0.099463925
628,629,98,No,Treatment,6,2,4,1.0,38.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,30000.0,30000.0,0,0,,,,,,,2743.0,2743.0,0.0,1.3684871
629,630,98,No,Treatment,2,2,0,1.0,42.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,1,0,0.0,2500.0,530.0,0.0,0.0,56.0,12050.0,12050.0,0.0,1.1983219
630,631,98,No,Treatment,4,3,1,1.0,40.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2700.67,2700.669921875,0.0,1.4967252
631,632,98,No,Treatment,7,5,2,1.0,30.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2799.33,2799.330078125,0.0,1.621792
632,633,98,No,Treatment,5,5,0,1.0,44.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3287.67,3287.669921875,0.0,1.8458525
633,634,98,No,Treatment,4,2,2,1.0,25.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2164.67,2164.669921875,0.0,0.96612614
634,635,98,No,Treatment,5,3,2,1.0,42.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,2988.83,2988.830078125,0.0,2.0136828
635,636,98,No,Treatment,7,4,3,1.0,39.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3650.0,3650.0,0.0,1.385931
636,637,98,No,Treatment,6,3,3,0.0,35.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,5509.67,5509.669921875,0.0,2.2091866
637,638,98,No,Treatment,4,2,2,1.0,27.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3541.5,3541.5,0.0,1.4024243
638,639,98,No,Treatment,4,2,2,1.0,40.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3588.67,3588.669921875,0.0,0.80406845
639,640,98,No,Treatment,5,4,1,0.0,41.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,6125.0,6125.0,0.0,1.4611568
640,641,46,No,Treatment,4,2,2,1.0,47.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,12700.0,12700.0,0,0,,,,,,,4261.3364,3844.669921875,416.6666564941406,1.9353961
641,642,46,No,Treatment,5,3,2,1.0,45.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4524.9966,4320.830078125,204.16666889190674,2.3133729
642,643,46,No,Treatment,8,6,2,1.0,40.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,6333.0034,5999.669921875,333.33333587646484,3.9733794
643,644,46,No,Treatment,2,2,0,1.0,28.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,1932.8334,1912.0,20.83333396911621,1.5456345
644,645,46,No,Treatment,4,3,1,1.0,35.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3242.0,3242.0,0.0,0.93949586
645,646,46,No,Treatment,4,2,2,1.0,38.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,0,0.0,27000.0,3171.4285,0.0,0.0,5.0,3359.33,3359.330078125,0.0,2.6270046
646,647,46,No,Treatment,4,2,2,1.0,38.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,15000.0,15000.0,1,1,1.0,800.0,8.333333,0.0,0.0,1.0,5447.33,5147.330078125,300.0,2.3641877
647,648,46,No,Treatment,11,8,3,1.0,69.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,2,0,0.0,20000.0,1477.5,0.0,0.0,73.0,9592.667,9401.0,191.66666412353516,3.4084113
648,649,46,No,Treatment,2,2,0,0.0,45.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,2000.0,2000.0,0,0,,,,,,,3154.0032,3095.669921875,58.33333206176758,1.4123497
649,650,46,No,Treatment,4,4,0,1.0,54.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,6166.33,6066.330078125,100.0,3.331772
650,651,46,No,Treatment,5,3,2,1.0,38.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,6000.0,6000.0,0,0,,,,,,,4950.67,4850.669921875,100.0,2.987687
651,652,46,No,Treatment,4,2,2,1.0,27.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,2738.0,2675.5,62.49999809265137,2.1490197
652,653,46,No,Treatment,3,2,1,1.0,25.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,5000.0,5000.0,1,0,0.0,5000.0,250.0,0.0,0.0,70.0,2008.3334,1925.0,83.33333587646484,1.2115729
653,654,46,No,Treatment,4,3,1,0.0,50.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1400.0,250.0,0.0,2.0,98.0,2362.33,2362.330078125,0.0,1.4660759
654,655,46,No,Treatment,8,6,2,1.0,60.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,1300000.0,1390000.0,2,0,0.0,11600.0,871.25,0.0,0.0,192.0,6952.0034,6743.669921875,208.3333396911621,3.5220275
655,656,46,No,Treatment,5,3,2,1.0,35.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,260000.0,260000.0,3,3,1.0,64900.0,7290.0596,0.0,0.0,331.0,6193.8364,5945.919921875,247.91666412353516,3.5814586
656,657,46,No,Treatment,3,1,2,0.0,40.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,3000.0,3000.0,0,0,,,,,,,3590.3333,3407.0,183.33333778381348,3.0960772
657,658,46,No,Treatment,3,2,1,1.0,40.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2746.17,2746.169921875,0.0,1.4444736
658,659,46,No,Treatment,5,5,0,1.0,59.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,100000.0,100000.0,1,0,0.0,3000.0,428.57144,0.0,0.0,32.0,6398.6665,6232.0,166.6666717529297,3.0784702
659,660,46,No,Treatment,7,3,4,1.0,30.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,9646.33,9646.330078125,0.0,3.8065834
660,661,73,No,Control,3,2,1,1.0,45.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,24000.0,24000.0,1,0,0.0,9000.0,58.333336,2550.0,0.0,52.0,7297.6665,6418.5,879.1666660308838,2.4580595
661,662,73,No,Control,4,2,2,1.0,41.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,3,1,0.33333334,16000.0,666.6667,0.0,0.0,126.0,14457.333,12194.0,2263.33336353302,4.2153025
662,663,73,No,Control,6,2,4,1.0,35.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3320.1667,3309.75,10.416666984558105,0.61228555
663,664,73,No,Control,5,3,2,1.0,40.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,8264.17,6832.919921875,1431.25,2.5705833
664,665,73,No,Control,4,4,0,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,40000.0,40000.0,1,1,1.0,3600.0,800.0,0.0,0.0,10.0,5003.5,4253.5,750.0,1.9966414
665,666,73,No,Control,11,6,5,0.0,52.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,9561.333,9478.0,83.33333587646484,2.5127385
666,667,73,No,Control,10,6,4,1.0,75.0,0.0,No,No,No,No,Yes,0.0,0.0,0.0,0.0,13000.0,0,0,,,,,,,7556.1665,7364.5,191.6666717529297,1.6953387
667,668,73,No,Control,8,5,3,1.0,45.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,6037.33,6012.330078125,25.0,2.052368
668,669,73,No,Control,4,4,0,1.0,52.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,70000.0,70000.0,0,0,,,,,,,3798.3367,3631.669921875,166.6666717529297,1.9049044
669,670,73,No,Control,5,2,3,1.0,35.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,0,0.0,14000.0,634.2857,0.0,0.0,0.0,8831.667,8652.5,179.1666660308838,1.4571927
670,671,73,No,Control,6,2,4,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,5000.0,5000.0,0,0,,,,,,,4568.17,4405.669921875,162.5,2.6197095
671,672,73,No,Control,2,2,0,1.0,26.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2557.83,2557.830078125,0.0,1.3671701
672,673,73,No,Control,6,4,2,1.0,27.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3841.67,3791.669921875,50.0,1.409155
673,674,73,No,Control,5,3,2,0.0,55.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,200.0,200.0,0,0,,,,,,,2098.3367,2006.6700439453125,91.66666412353516,1.7202435
674,675,73,No,Control,6,4,2,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,5000.0,5000.0,0,0,,,,,,,4853.9966,4787.330078125,66.66666412353516,1.1707804
675,676,73,No,Control,6,3,3,1.0,35.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2311.3367,2294.669921875,16.66666603088379,1.1238126
676,677,73,No,Control,5,5,0,1.0,53.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,190000.0,190000.0,4,0,0.0,39500.0,3459.2383,20000.0,0.0,168.0,6441.0034,4757.669921875,1683.3332920074463,1.3945829
677,678,73,No,Control,6,6,0,0.0,39.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,250000.0,250000.0,1,0,0.0,109000.0,8428.333,0.0,0.0,10.0,15994.667,15953.0,41.66666793823242,3.3349948
678,679,73,No,Control,4,4,0,1.0,45.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,35000.0,35000.0,0,0,,,,,,,6245.9966,6229.330078125,16.66666603088379,0.65991217
679,680,73,No,Control,4,4,0,1.0,65.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,500.0,500.0,4,1,0.25,30000.0,3400.0,0.0,0.0,217.0,3886.6633,3865.830078125,20.83333396911621,0.9279197
680,681,85,No,Control,6,4,2,1.0,33.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2886.67,2886.669921875,0.0,1.015843
681,682,85,No,Control,8,5,3,1.0,55.0,1.0,,,,,,,,,,,0,0,,,,,,,2937.42,2937.419921875,0.0,1.1319077
682,683,85,No,Control,4,2,2,1.0,35.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,5000.0,5000.0,0,0,,,,,,,3244.33,3244.330078125,0.0,1.1869097
683,684,85,No,Control,4,3,1,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,40000.0,0,0,,,,,,,3799.33,3799.330078125,0.0,1.8321475
684,685,85,No,Control,4,2,2,1.0,35.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,3000.0,3000.0,0,0,,,,,,,3398.17,3398.169921875,0.0,1.755371
685,686,85,No,Control,4,4,0,0.0,45.0,1.0,No,No,Yes,Yes,Yes,0.0,0.0,5000.0,30000.0,35000.0,0,0,,,,,,,7024.42,6974.419921875,50.0,1.1319077
686,687,85,No,Control,3,2,1,0.0,70.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,2965.0,2965.0,0.0,0.6596167
687,688,85,No,Control,6,5,1,1.0,48.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,11304.587,11257.919921875,46.66666793823242,1.1830689
688,689,85,No,Control,6,3,3,1.0,38.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3314.5,3314.5,0.0,1.5066751
689,690,85,No,Control,3,2,1,1.0,35.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2870.67,2870.669921875,0.0,1.0285573
690,691,85,No,Control,6,6,0,1.0,42.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,150000.0,150000.0,0,0,,,,,,,2195.83,2195.830078125,0.0,1.2951387
691,692,85,No,Control,4,4,0,0.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,2785.0,2785.0,0.0,0.9478864
692,693,85,No,Control,6,4,2,1.0,35.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3210.5,3210.5,0.0,0.5499421
693,694,85,No,Control,10,7,3,1.0,52.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,100000.0,100000.0,0,0,,,,,,,7586.67,7586.669921875,0.0,1.0992224
694,695,85,No,Control,3,2,1,1.0,33.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3561.67,3561.669921875,0.0,1.287132
695,696,85,No,Control,5,4,1,1.0,35.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1500.0,15.0,0.0,0.0,61.0,3722.67,3722.669921875,0.0,2.0921102
696,697,85,No,Control,4,2,2,1.0,35.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2372.33,2372.330078125,0.0,1.1712632
697,698,85,No,Control,6,5,1,0.0,52.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4339.33,4339.330078125,0.0,1.9095159
698,699,85,No,Control,4,3,1,1.0,28.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,3550.33,3550.330078125,0.0,2.3295968
699,700,85,No,Control,4,3,1,1.0,36.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2584.9968,2545.830078125,39.166666984558105,1.3557372
700,701,23,No,Treatment,5,3,2,1.0,37.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,5568.67,5568.669921875,0.0,3.4272995
701,702,23,No,Treatment,4,4,0,1.0,30.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,30000.0,30000.0,0,0,,,,,,,2603.67,2603.669921875,0.0,0.91747195
702,703,23,No,Treatment,5,2,3,1.0,30.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,0,0,,,,,,,2691.0,2691.0,0.0,1.5920472
703,704,23,No,Treatment,3,3,0,0.0,40.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4200.3335,3804.5,395.8333339691162,1.0719297
704,705,23,No,Treatment,5,3,2,1.0,30.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4866.67,4866.669921875,0.0,2.1273255
705,706,23,No,Treatment,6,6,0,1.0,43.0,0.0,No,Yes,Yes,Yes,Yes,0.0,30000.0,100000.0,60000.0,190000.0,0,0,,,,,,,7404.9966,7363.330078125,41.66666793823242,3.4571989
706,707,23,No,Treatment,6,5,1,1.0,60.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,13311.67,13311.669921875,0.0,1.9979384
707,708,23,No,Treatment,8,4,4,1.0,36.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,6000.0,6000.0,0,0,,,,,,,3020.0,3020.0,0.0,1.1881045
708,709,23,No,Treatment,5,3,2,1.0,37.0,1.0,No,No,Yes,No,Yes,0.0,0.0,12000.0,0.0,12000.0,0,0,,,,,,,3029.1667,3012.5,16.66666603088379,0.8924031
709,710,23,No,Treatment,6,6,0,1.0,42.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,12036.663,11328.330078125,708.3333306312561,2.266929
710,711,23,No,Treatment,4,2,2,0.0,28.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,500.0,500.0,0,0,,,,,,,3390.33,3390.330078125,0.0,1.2470409
711,712,23,No,Treatment,4,2,2,1.0,29.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3068.6633,3035.330078125,33.33333206176758,1.1475354
712,713,23,No,Treatment,4,4,0,1.0,40.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,80000.0,80000.0,0,0,,,,,,,4274.33,4274.330078125,0.0,2.6314259
713,714,23,No,Treatment,5,2,3,1.0,35.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,15000.0,15000.0,0,0,,,,,,,3865.0,3865.0,0.0,2.5170074
714,715,23,No,Treatment,4,2,2,1.0,29.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4522.0,4522.0,0.0,2.0952175
715,716,23,No,Treatment,7,5,2,1.0,50.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4015.17,4015.169921875,0.0,2.3564477
716,717,23,No,Treatment,10,8,2,1.0,45.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,12827.0,12827.0,0.0,1.7801945
717,718,23,No,Treatment,4,2,2,1.0,30.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,2000.0,2000.0,0,0,,,,,,,3658.83,3658.830078125,0.0,2.1772704
718,719,23,No,Treatment,4,3,1,1.0,38.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,60000.0,60000.0,0,0,,,,,,,3315.5,3315.5,0.0,1.7866409
719,720,23,No,Treatment,7,5,2,1.0,55.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,10544.67,10544.669921875,0.0,3.177584
720,721,61,No,Treatment,6,3,3,1.0,45.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,7470.0,7470.0,0.0,2.8846962
721,722,61,No,Treatment,5,2,3,1.0,35.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,12194.497,12152.830078125,41.66666793823242,3.54496
722,723,61,No,Treatment,4,2,2,1.0,40.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4397.67,4397.669921875,0.0,1.0567405
723,724,61,No,Treatment,7,7,0,1.0,62.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,1,1.0,6000.0,400.0,0.0,0.0,91.0,3978.33,3978.330078125,0.0,2.0427766
724,725,61,No,Treatment,5,3,2,1.0,32.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,40000.0,40000.0,1,0,0.0,5000.0,214.28572,0.0,0.0,98.0,4533.33,4533.330078125,0.0,1.4189905
725,726,61,No,Treatment,4,1,3,0.0,35.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,57844.67,57844.671875,0.0,2.741636
726,727,61,No,Treatment,5,3,2,1.0,36.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,5079.0,5079.0,0.0,2.8589964
727,728,61,No,Treatment,5,2,3,1.0,42.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,5000.0,5000.0,0,0,,,,,,,4461.33,4461.330078125,0.0,1.3372014
728,729,61,No,Treatment,6,4,2,1.0,70.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4055.33,4055.330078125,0.0,2.1207993
729,730,61,No,Treatment,5,2,3,1.0,28.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,3121.67,3121.669921875,0.0,2.218693
730,731,61,No,Treatment,4,4,0,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,28000.0,28000.0,0,0,,,,,,,7561.0,6811.0,750.0,1.8411428
731,732,61,No,Treatment,4,2,2,1.0,40.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,7968.8364,6802.169921875,1166.6666259765625,3.0942638
